country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Serbia,SRB,2021-01-28,401556.0,401556.0,,39726.0,45246.0,5.9,5.9,,6649.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-01-29,430759.0,430759.0,,29203.0,44435.0,6.33,6.33,,6530.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-01-30,437380.0,437380.0,,6621.0,39146.0,6.43,6.43,,5753.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-01-31,,,,,34158.0,,,,5020.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-01,,,,,31416.0,,,,4617.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-02,495964.0,495964.0,,,25209.0,7.29,7.29,,3705.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-03,513652.0,513652.0,,17688.0,21689.0,7.55,7.55,,3187.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-04,526930.0,526930.0,,13278.0,17911.0,7.74,7.74,,2632.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-05,538373.0,538373.0,,11443.0,15373.0,7.91,7.91,,2259.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-06,,,,,14844.0,,,,2181.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-07,544209.0,544209.0,,,12472.0,8.0,8.0,,1833.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-08,,,,,14258.0,,,,2095.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-09,,,,,16044.0,,,,2358.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-10,640299.0,592634.0,47665.0,,18092.0,9.41,8.71,0.7,2659.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-11,,,,,30195.0,,,,4437.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-12,836287.0,710138.0,126149.0,,42559.0,12.29,10.44,1.85,6254.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-13,,,,,52908.0,,,,7775.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-14,987000.0,805000.0,182000.0,,63256.0,14.5,11.83,2.67,9296.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-15,,,,,63654.0,,,,9355.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-16,,,,,64051.0,,,,9413.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-17,,,,,64449.0,,,,9471.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-18,,,,,55424.0,,,,8145.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-19,,,,,46398.0,,,,6819.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-20,,,,,40606.0,,,,5967.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-21,,,,,34814.0,,,,5116.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-22,,,,,34814.0,,,,5116.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-23,1300330.0,827561.0,472769.0,,34814.0,19.11,12.16,6.95,5116.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Serbia,SRB,2021-02-24,1343718.0,856359.0,487359.0,43388.0,36039.0,19.75,12.59,7.16,5296.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4271539/korona-srbija-podaci-zarazeni.html
Seychelles,SYC,2021-01-09,0.0,0.0,,,,0.0,0.0,,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-10,,,,,500.0,,,,5084.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-11,,,,,500.0,,,,5084.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-12,,,,,500.0,,,,5084.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-13,2000.0,2000.0,,,500.0,2.03,2.03,,5084.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-14,,,,,600.0,,,,6101.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-15,4000.0,4000.0,,,667.0,4.07,4.07,,6783.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-16,7000.0,7000.0,,3000.0,1000.0,7.12,7.12,,10169.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-17,,,,,1118.0,,,,11369.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-18,,,,,1236.0,,,,12569.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-19,10976.0,10976.0,,,1354.0,11.16,11.16,,13769.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-20,13163.0,13163.0,,2187.0,1595.0,13.39,13.39,,16219.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-21,,,,,1718.0,,,,17470.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-22,16890.0,16890.0,,,1841.0,17.18,17.18,,18721.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-23,18353.0,18353.0,,1463.0,1622.0,18.66,18.66,,16494.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-24,,,,,1542.0,,,,15680.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-25,19889.0,19889.0,,,1463.0,20.22,20.22,,14877.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-26,22712.0,22712.0,,2823.0,1677.0,23.1,23.1,,17053.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-27,25587.0,25587.0,,2875.0,1775.0,26.02,26.02,,18050.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-28,28779.0,28779.0,,3192.0,1965.0,29.26,29.26,,19982.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-29,30861.0,30861.0,,2082.0,1996.0,31.38,31.38,,20297.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-30,,,,,1988.0,,,,20216.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-01-31,,,,,2079.0,,,,21141.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-01,35079.0,35079.0,,,2170.0,35.67,35.67,,22066.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-02,36284.0,36284.0,,1205.0,1939.0,36.9,36.9,,19717.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-03,37092.0,37087.0,5.0,808.0,1644.0,37.72,37.71,0.01,16718.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-04,,,,,1287.0,,,,13087.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-05,,,,,1089.0,,,,11074.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-06,39175.0,37589.0,1586.0,,987.0,39.84,38.22,1.61,10037.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-07,,,,,966.0,,,,9823.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-08,41694.0,37714.0,3980.0,,945.0,42.4,38.35,4.05,9610.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-09,44423.0,37723.0,6700.0,2729.0,1163.0,45.17,38.36,6.81,11826.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-10,48061.0,37726.0,10335.0,3638.0,1567.0,48.87,38.36,10.51,15935.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-11,51819.0,37952.0,13867.0,3758.0,2005.0,52.69,38.59,14.1,20388.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-12,,,,,2203.0,,,,22402.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-13,55980.0,41799.0,14181.0,,2401.0,56.92,42.5,14.42,24415.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-14,,,,,2383.0,,,,24232.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-15,58249.0,41808.0,16441.0,,2365.0,59.23,42.51,16.72,24049.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-16,59991.0,41815.0,18176.0,1742.0,2224.0,61.0,42.52,18.48,22615.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-17,61351.0,41839.0,19512.0,1360.0,1899.0,62.39,42.55,19.84,19311.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-18,63286.0,42621.0,20665.0,1935.0,1638.0,64.35,43.34,21.01,16656.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-19,65060.0,43461.0,21599.0,1774.0,1594.0,66.16,44.19,21.96,16209.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-20,,,,,1334.0,,,,13565.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-21,65576.0,43977.0,21599.0,,1209.0,66.68,44.72,21.96,12294.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-22,,,,,1403.0,,,,14267.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Seychelles,SYC,2021-02-23,70568.0,47188.0,23380.0,,1511.0,71.76,47.98,23.77,15365.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1667419836792474
Singapore,SGP,2021-01-11,3400.0,3400.0,,,,0.06,0.06,,,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-12,6200.0,6200.0,,2800.0,2800.0,0.11,0.11,,479.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-13,,,,,4090.0,,,,699.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-14,,,,,4520.0,,,,773.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-15,,,,,4735.0,,,,809.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-16,,,,,4864.0,,,,831.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-17,,,,,4950.0,,,,846.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-18,,,,,5011.0,,,,857.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-19,,,,,5380.0,,,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-20,,,,,5380.0,,,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-21,,,,,5380.0,,,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-22,60000.0,60000.0,,,5380.0,1.03,1.03,,920.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-23,,,,,6127.0,,,,1047.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-24,,,,,6874.0,,,,1175.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-25,,,,,7621.0,,,,1303.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-26,,,,,8369.0,,,,1431.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-27,113050.0,113000.0,50.0,,9116.0,1.93,1.93,0.0,1558.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-28,,,,,9847.0,,,,1683.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-29,,,,,10579.0,,,,1808.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-30,,,,,10563.0,,,,1806.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-01-31,155050.0,155000.0,50.0,,10547.0,2.65,2.65,0.0,1803.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-01,,,,,10885.0,,,,1861.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-02,181000.0,175000.0,6000.0,,11223.0,3.09,2.99,0.1,1918.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-03,,,,,11046.0,,,,1888.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-04,,,,,10886.0,,,,1861.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-05,,,,,10725.0,,,,1833.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-06,,,,,10564.0,,,,1806.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-07,,,,,10404.0,,,,1778.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
Singapore,SGP,2021-02-08,,,,,9889.0,,,,1690.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/start-of-covid-19-vaccination-for-seniors
